Source,Target,Weight,Type
ML-tech_Alii.AlimGuidoFabaArsDictaminis,ML-tech_Alii.AlimPrecProsDictaminis,36,undirected
ML-tech_Alii.AlimGuidoFabaArsDictaminis,ML-tech_Alii.AlimStatutaComunisMergotii,1,undirected
ML-tech_Alii.AlimGuidoFabaArsDictaminis,ML-tech_Alii.AlimThomCapuanArsDictaminis,30,undirected
ML-tech_Alii.AlimGuidoFabaArsDictaminis,ML-tech_Conradus Megenbergensis.ycon,2,undirected
ML-tech_Alii.AlimGuidoFabaArsDictaminis,ML-theo_Alii.GUIDONIS FABE SUMMA DE VICIIS ET VIRTUTIBUS,12,undirected
ML-tech_Alii.AlimIohannBonandrBrevisIntroAdDictamen,AL-tech_Vegetius.t-veg-resmilit,4,undirected
ML-tech_Alii.AlimIohannBonandrBrevisIntroAdDictamen,ML-epis_PetrusDeVinea.AlimPetrusDeVineaEpistoleStravangantiEAltriComponimenti.rtf,2,undirected
ML-tech_Alii.AlimIohannBonandrBrevisIntroAdDictamen,ML-hist_Otto Frisingensis.ges,4,undirected
ML-tech_Alii.AlimIohannBonandrBrevisIntroAdDictamen,ML-tech_Alii.AlimGuidoFabaArsDictaminis,35,undirected
ML-tech_Alii.AlimIohannBonandrBrevisIntroAdDictamen,ML-tech_Alii.AlimPrecProsDictaminis,24,undirected
ML-tech_Alii.AlimIohannBonandrBrevisIntroAdDictamen,NL-tech_Masen.palaesstyl,3,undirected
ML-tech_Alii.AlimIohannBonandrBrevisIntroAdDictamen,NL-theo_EncyclXXc.PiusXI_casti,3,undirected
ML-tech_Alii.AlimMatthaeusDeLibrisSummaDictaminis,ML-epis_GuidoFaba.AlimGuidoFabaEpistole.rtf,21,undirected
ML-tech_Alii.AlimMatthaeusDeLibrisSummaDictaminis,ML-epis_PetrusDeVinea.AlimPetrusDeVineaEpistolae.rtf,5,undirected
ML-tech_Alii.AlimMatthaeusDeLibrisSummaDictaminis,ML-epis_PetrusDeVinea.AlimPetrusDeVineaEpistoleStravangantiEAltriComponimenti.rtf,26,undirected
ML-tech_Alii.AlimMatthaeusDeLibrisSummaDictaminis,ML-hist_Alii.AlimAlexTelesDeRebusGestisRogSic,2,undirected
ML-tech_Alii.AlimMatthaeusDeLibrisSummaDictaminis,ML-poes_Alii.carmbur,8,undirected
ML-tech_Alii.AlimMatthaeusDeLibrisSummaDictaminis,NL-fict_Bebelius.facetIII,1,undirected
ML-tech_Alii.AlimMatthaeusDeLibrisSummaDictaminis,NL-hist_Alii.marul-mar-vita,3,undirected
ML-tech_Alii.AlimPaulusCamaldNotitiaVersificandi,AL-hist_Martianus Capella.denup,8,undirected
ML-tech_Alii.AlimPaulusCamaldNotitiaVersificandi,AL-tech_Cledonius.t-cled-ars,9,undirected
ML-tech_Alii.AlimPaulusCamaldNotitiaVersificandi,AL-tech_Diomedes.t-diom-ars,19,undirected
ML-tech_Alii.AlimPaulusCamaldNotitiaVersificandi,ML-tech_Alii.arsgram,40,undirected
ML-tech_Alii.AlimPaulusCamaldNotitiaVersificandi,ML-tech_Hugo St Victor.did,1,undirected
ML-tech_Alii.AlimPrecProsDictaminis,AL-tech_Plinius Maior.nh,16,undirected
ML-tech_Alii.AlimPrecProsDictaminis,AL-tech_Vegetius.t-veg-digMul,2,undirected
ML-tech_Alii.AlimPrecProsDictaminis,ML-tech_Alii.AlimGuidoFabaArsDictaminis,36,undirected
ML-tech_Alii.AlimPrecProsDictaminis,ML-tech_Alii.AlimIohannBonandrBrevisIntroAdDictamen,24,undirected
ML-tech_Alii.AlimPrecProsDictaminis,ML-tech_Alii.AlimThomCapuanArsDictaminis,4,undirected
ML-tech_Alii.AlimPrecProsDictaminis,NL-tech_Masen.palaesstyl,10,undirected
ML-tech_Alii.AlimPrecProsDictaminis,NL-theo_EncyclXXc.JPII_cent-ann,1,undirected
ML-tech_Alii.AlimPrecProsDictaminis,NL-theo_EncyclXXc.JPII_evang_vit,2,undirected
ML-tech_Alii.AlimStatutaComunisMergotii,AL-poes_Claudianus.proserp,11,undirected
ML-tech_Alii.AlimStatutaComunisMergotii,AL-tech_Pelagonius.t-pelag-arsvet,1,undirected
ML-tech_Alii.AlimStatutaComunisMergotii,ML-epis_GuidoFaba.AlimGuidoFabaEpistole.rtf,3,undirected
ML-tech_Alii.AlimStatutaComunisMergotii,ML-hist_Alii.aa-vv-supetarski,2,undirected
ML-tech_Alii.AlimStatutaComunisMergotii,ML-hist_Alii.AlimAnnCeccanenses,5,undirected
ML-tech_Alii.AlimStatutaComunisMergotii,ML-hist_Alii.AlimGotifridViterMemoriaSeculorum,3,undirected
ML-tech_Alii.AlimStatutaComunisMergotii,ML-hist_Alii.AlimPetriCantinelliChronicon,2,undirected
ML-tech_Alii.AlimStatutaComunisMergotii,ML-hist_Alii.GregDeCatinoChrFarf,27,undirected
ML-tech_Alii.AlimStatutaComunisMergotii,ML-hist_AlimSalimbCronica.salimbcron,1,undirected
ML-tech_Alii.AlimStatutaComunisMergotii,ML-tech_Alii.AlimGuidoFabaArsDictaminis,1,undirected
ML-tech_Alii.AlimStatutaComunisMergotii,NL-poes_Balde.poemata,10,undirected
ML-tech_Alii.AlimThomCapuanArsDictaminis,AL-tech_Plinius Maior.nh,1,undirected
ML-tech_Alii.AlimThomCapuanArsDictaminis,AL-tech_Vegetius.t-veg-resmilit,3,undirected
ML-tech_Alii.AlimThomCapuanArsDictaminis,ML-tech_Alii.AlimBoncompRotaVeneris,3,undirected
ML-tech_Alii.AlimThomCapuanArsDictaminis,ML-tech_Alii.AlimBonusLucensisCedrusLibani,18,undirected
ML-tech_Alii.AlimThomCapuanArsDictaminis,ML-tech_Alii.AlimGuidoFabaArsDictaminis,30,undirected
ML-tech_Alii.AlimThomCapuanArsDictaminis,ML-tech_Alii.AlimPrecProsDictaminis,4,undirected
ML-tech_Alii.AlimThomCapuanArsDictaminis,NL-tech_Alii.kiton-i-dir-meth,7,undirected
ML-tech_Alii.AlimThomCapuanArsDictaminis,NL-tech_Sennert.instmed,2,undirected
ML-tech_Alii.arsgram,AL-poes_Ovidius.ibis,1,undirected
ML-tech_Alii.arsgram,AL-tech_Cledonius.t-cled-ars,7,undirected
ML-tech_Alii.arsgram,AL-tech_Diomedes.t-diom-ars,28,undirected
ML-tech_Alii.arsgram,AL-tech_Donatus.de part,11,undirected
ML-tech_Alii.arsgram,AL-tech_Philargyrius.scholVerg,1,undirected
ML-tech_Alii.arsgram,AL-tech_Plinius Maior.nh,8,undirected
ML-tech_Alii.arsgram,ML-tech_Alii.AlimPaulusCamaldNotitiaVersificandi,40,undirected
ML-tech_Alii.arsgram,NL-poes_Balde.poemata,16,undirected
ML-tech_Alii.campeucl,NL-tech_Alii.getaldi-m-promo,36,undirected
ML-tech_Alii.campeucl,NL-tech_Copernicus.RevolOrb,3,undirected
ML-tech_Alii.campeucl,NL-tech_Maurolycius.arithm,63,undirected
ML-tech_Alii.campeucl,NL-tech_Newton.philnat,8,undirected
ML-tech_Alii.JoanDeSacBosDeArtNumerandi,AL-hist_Martianus Capella.denup,19,undirected
ML-tech_Alii.JoanDeSacBosDeArtNumerandi,AL-phil_Boethius.ph-boet-analpr,2,undirected
ML-tech_Alii.JoanDeSacBosDeArtNumerandi,AL-tech_Isidore.etymol,3,undirected
ML-tech_Alii.JoanDeSacBosDeArtNumerandi,AL-tech_MarcelEmp.t-marc-deMedicam,5,undirected
ML-tech_Alii.JoanDeSacBosDeArtNumerandi,AL-tech_Vegetius.t-veg-digMul,2,undirected
ML-tech_Alii.JoanDeSacBosDeArtNumerandi,ML-phil_Conradus Megenburgensis.specfel,8,undirected
ML-tech_Alii.JoanDeSacBosDeArtNumerandi,ML-tech_Alcuinus.DISPUTATIO DE RHETORICA,2,undirected
ML-tech_Alii.JoanDeSacBosDeArtNumerandi,ML-tech_Alii.AlimCofoneEgritudinesTociusCorporis,21,undirected
ML-tech_Alii.JoanDeSacBosDeArtNumerandi,ML-tech_Conradus Megenbergensis.ycon,4,undirected
ML-tech_Alii.JoanDeSacBosDeArtNumerandi,ML-tech_Grosseteste.De_sphaera,1,undirected
ML-tech_Alii.JoanDeSacBosDeArtNumerandi,NL-theo_Alii.flacius-m-clavis,1,undirected
ML-tech_Conradus Megenbergensis.ycon,AL-tech_Aulus Gellius.NocAtt,2,undirected
ML-tech_Conradus Megenbergensis.ycon,AL-tech_Macrobius.t-macrob-scip,1,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-hist_Gerhohus Reichersbergensis.libelli,18,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-phil_Alii.AlimLiberPhilosophorumMoraliumAntiquorum,12,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-phil_Alii.AlimThoAquin(ps)TractatusDeLapidePhilosophico,13,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-phil_Alii.IoandeFonteAuctArist,32,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-phil_Alii.NicCusDeDocta,4,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-phil_Conradus Megenburgensis.specfel,62,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-phil_PseudoAquinas.expInBoeth,28,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-phil_RogerBacon.OpMai,42,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-tech_Alii.AlimBoncompRotaVeneris,8,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-tech_Alii.AlimBonusLucensisCedrusLibani,30,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-tech_Alii.AlimGuidoFabaArsDictaminis,2,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-tech_Alii.JoanDeSacBosDeArtNumerandi,4,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-tech_Grosseteste.De_impressionibus_aeris,13,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-tech_Hugo St Victor.did,25,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-theo_Alexander Minorita.exposApocal,2,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-theo_Alii.AlimHugutPisanExpositioDeSymboloApostolorum,1,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-theo_Alii.AlimIoachDeFloreLiberInApocalypsim,10,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-theo_Alii.AlimRemigFlorDePeccatoUsure,6,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-theo_Alii.GUIDONIS FABE SUMMA DE VICIIS ET VIRTUTIBUS,4,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-theo_Alii.PETRI BLESENSIS DE DUODECIM UTILITATIBUS TRIBULATIONIS,24,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-theo_Bernardus.AlimBernClaInLaudibusVirginisMatris,1,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-theo_Bonaventura.itinerarium_mentis_ad_deum,23,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-theo_Innocent III.DialogusInterDeumEtPeccatorem,1,undirected
ML-tech_Conradus Megenbergensis.ycon,ML-theo_Rupertus Tuitiensis.devict,5,undirected
ML-tech_Conradus Megenbergensis.ycon,NL-phil_Jaures.deprimis,1,undirected
ML-tech_Conradus Megenbergensis.ycon,NL-phil_Pomponazzi.tractDeImmort,18,undirected
ML-tech_Conradus Megenbergensis.ycon,NL-theo_Alii.flacius-m-clavis,6,undirected
ML-tech_Grosseteste.De_impressionibus_aeris,ML-hist_Alii.GregDeCatinoChrFarf,2,undirected
ML-tech_Grosseteste.De_impressionibus_aeris,ML-hist_Alii.HISTORIA BRITTONUM,3,undirected
ML-tech_Grosseteste.De_impressionibus_aeris,ML-phil_Conradus Megenburgensis.specfel,8,undirected
ML-tech_Grosseteste.De_impressionibus_aeris,ML-tech_Alii.AlimCofoneEgritudinesTociusCorporis,1,undirected
ML-tech_Grosseteste.De_impressionibus_aeris,ML-tech_Conradus Megenbergensis.ycon,13,undirected
ML-tech_Grosseteste.De_impressionibus_aeris,ML-tech_Grosseteste.De_sphaera,30,undirected
ML-tech_Grosseteste.De_impressionibus_aeris,NL-hist_Miechow.tractatus,25,undirected
ML-tech_Grosseteste.De_impressionibus_aeris,NL-tech_Bene.ElemMedPrac,3,undirected
ML-tech_Grosseteste.De_sphaera,AL-hist_Solinus.demirabilibus,5,undirected
ML-tech_Grosseteste.De_sphaera,ML-hist_Alii.chronregCol,1,undirected
ML-tech_Grosseteste.De_sphaera,ML-hist_Alii.chronSPetrErf,1,undirected
ML-tech_Grosseteste.De_sphaera,ML-hist_Alii.GuidColHistTroi,4,undirected
ML-tech_Grosseteste.De_sphaera,ML-hist_Iohannes Vitoduranus.chron,2,undirected
ML-tech_Grosseteste.De_sphaera,ML-phil_RogerBacon.OpMai,8,undirected
ML-tech_Grosseteste.De_sphaera,ML-tech_Alii.JoanDeSacBosDeArtNumerandi,1,undirected
ML-tech_Grosseteste.De_sphaera,ML-tech_Grosseteste.De_impressionibus_aeris,30,undirected
ML-tech_Grosseteste.De_sphaera,NL-hist_Miechow.tractatus,26,undirected
ML-tech_Hugo St Victor.did,AL-hist_Martianus Capella.denup,20,undirected
ML-tech_Hugo St Victor.did,AL-phil_Boethius.De_syllogismo_categorico,1,undirected
ML-tech_Hugo St Victor.did,AL-tech_Isidore.etymol,14,undirected
ML-tech_Hugo St Victor.did,AL-tech_Macrobius.t-macrob-scip,5,undirected
ML-tech_Hugo St Victor.did,ML-phil_Alii.AlimThoAquin(ps)TractatusDeLapidePhilosophico,2,undirected
ML-tech_Hugo St Victor.did,ML-phil_Alii.IoandeFonteAuctArist,3,undirected
ML-tech_Hugo St Victor.did,ML-phil_RogerBacon.OpMai,3,undirected
ML-tech_Hugo St Victor.did,ML-tech_Alii.AlimBonusLucensisCedrusLibani,3,undirected
ML-tech_Hugo St Victor.did,ML-tech_Alii.AlimPaulusCamaldNotitiaVersificandi,1,undirected
ML-tech_Hugo St Victor.did,ML-tech_Conradus Megenbergensis.ycon,25,undirected
ML-tech_Hugo St Victor.did,ML-theo_Alii.AlimIoachDeFloreLiberInApocalypsim,16,undirected
ML-tech_Hugo St Victor.did,NL-phil_Bruno.deprincip,5,undirected
ML-tech_Hugo St Victor.did,NL-phil_Bruno.deumbr,18,undirected
ML-tech_Hugo St Victor.did,NL-phil_Bruno.summamet,3,undirected
ML-tech_Hugo St Victor.did,NL-tech_Masen.palaesstyl,1,undirected
ML-tech_Hugo St Victor.did,NL-tech_Sennert.natsc,9,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -EDICTVS ROTHARI,AL-tech_Philargyrius.t-philarg-explBuc,1,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -EDICTVS ROTHARI,AL-theo_Tertullian.adnationes,2,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -EDICTVS ROTHARI,ML-fict_MythographiVaticani.MythVatI,1,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -EDICTVS ROTHARI,ML-fict_MythographiVaticani.MythVatII,4,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -EDICTVS ROTHARI,ML-hist_Alii.AlimJohannBerChroniconCasauriense,1,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -EDICTVS ROTHARI,ML-hist_Alii.VitaeSancGenReg,4,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -EDICTVS ROTHARI,ML-hist_IohannesVictoriensis.libcerthist,5,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -EDICTVS ROTHARI,ML-hist_Matthias Neoburgensis.chron,12,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -EDICTVS ROTHARI,ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -LIVTPRANT,66,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -EDICTVS ROTHARI,NL-hist_Alii.marul-mar-vir-ill,2,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -EDICTVS ROTHARI,NL-theo_EncyclXXc.PaulusVI_myst-fid,1,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -LIVTPRANT,ML-epis_PetrusDeVinea.AlimPetrusDeVineaEpistoleStravangantiEAltriComponimenti.rtf,1,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -LIVTPRANT,ML-hist_Alii.AlimJohannesMonachusChroniconVulturnense,5,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -LIVTPRANT,ML-hist_Alii.VitaeSancGenReg,18,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -LIVTPRANT,ML-hist_Zamorensis.leg,6,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -LIVTPRANT,ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -EDICTVS ROTHARI,66,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -LIVTPRANT,ML-theo_Rupertus Tuitiensis.devict,1,undirected
ML-tech_Leges_Langobardorum.LEGES LANGOBARDORVM -LIVTPRANT,NL-phil_Mirandola.mirandola.oratio,2,undirected
ML-theo_Abelardus.Comm_in_Romanos,AL-theo_Augustinus.De_ciuitate_Dei,1,undirected
ML-theo_Abelardus.Comm_in_Romanos,ML-phil_Abelardus.Ethica,4,undirected
ML-theo_Abelardus.Comm_in_Romanos,ML-theo_Abelardus.Dialogus,5,undirected
ML-theo_Abelardus.Comm_in_Romanos,ML-theo_Abelardus.Epistolae,9,undirected
ML-theo_Abelardus.Comm_in_Romanos,ML-theo_Abelardus.Expositiones_theologicae,9,undirected
ML-theo_Abelardus.Comm_in_Romanos,ML-theo_Abelardus.Problemata_Heloissae,52,undirected
ML-theo_Abelardus.Comm_in_Romanos,ML-theo_Abelardus.Sermones,26,undirected
ML-theo_Abelardus.Comm_in_Romanos,ML-theo_Alii.LanfrancCantEpPaul,34,undirected
ML-theo_Abelardus.Comm_in_Romanos,ML-theo_Alii.ThomasEdessenus,5,undirected
ML-theo_Abelardus.Dialogus,ML-phil_Abelardus.Ethica,33,undirected
ML-theo_Abelardus.Dialogus,ML-theo_Abelardus.Comm_in_Romanos,5,undirected
ML-theo_Abelardus.Dialogus,ML-theo_Abelardus.Epistolae,38,undirected
ML-theo_Abelardus.Dialogus,ML-theo_Abelardus.Expositiones_theologicae,4,undirected
ML-theo_Abelardus.Dialogus,ML-theo_Abelardus.Sermones,2,undirected
ML-theo_Abelardus.Dialogus,ML-theo_Abelardus.Theologia_christiana,1,undirected
ML-theo_Abelardus.Dialogus,ML-theo_Abelardus.Theologia_scholarium,11,undirected
ML-theo_Abelardus.Dialogus,NL-phil_Spinoza.eth,2,undirected
ML-theo_Abelardus.Dialogus,NL-theo_EncyclXXc.PiusXI_casti,1,undirected
ML-theo_Abelardus.Dialogus,NL-theo_Luther.deSacramBapt,1,undirected
ML-theo_Abelardus.Epistolae,AL-theo_Augustinus.Confessiones,7,undirected
ML-theo_Abelardus.Epistolae,AL-theo_Augustinus.De_ciuitate_Dei,4,undirected
ML-theo_Abelardus.Epistolae,AL-theo_Salvianus Massiliensis.degub,4,undirected
ML-theo_Abelardus.Epistolae,AL-theo_Tertullian.AdValentinianos,1,undirected
ML-theo_Abelardus.Epistolae,AL-theo_Tertullian.DeSpectaculis,2,undirected
ML-theo_Abelardus.Epistolae,ML-epis_PetrusDeVinea.AlimPetrusDeVineaEpistoleStravangantiEAltriComponimenti.rtf,3,undirected
ML-theo_Abelardus.Epistolae,ML-hist_Gerhohus Reichersbergensis.libelli,34,undirected
ML-theo_Abelardus.Epistolae,ML-phil_Abelardus.Ethica,6,undirected
ML-theo_Abelardus.Epistolae,ML-theo_Abelardus.Comm_in_Romanos,9,undirected
ML-theo_Abelardus.Epistolae,ML-theo_Abelardus.Dialogus,38,undirected
ML-theo_Abelardus.Epistolae,ML-theo_Abelardus.Hexameron,4,undirected
ML-theo_Abelardus.Epistolae,ML-theo_Abelardus.Historia,30,undirected
ML-theo_Abelardus.Epistolae,ML-theo_Abelardus.Problemata_Heloissae,7,undirected
ML-theo_Abelardus.Epistolae,ML-theo_Abelardus.Sermones,63,undirected
ML-theo_Abelardus.Epistolae,ML-theo_Abelardus.Theologia_christiana,9,undirected
ML-theo_Abelardus.Epistolae,ML-theo_Abelardus.Theologia_scholarium,7,undirected
ML-theo_Abelardus.Epistolae,ML-theo_Alii.AlimBernClaLiberDeDiligendoDeo,7,undirected
ML-theo_Abelardus.Epistolae,ML-theo_Alii.AlimBernClaLiberDeGratiaEtLiberoArbitrio,11,undirected
ML-theo_Abelardus.Epistolae,ML-theo_Alii.deUnitEcclCons,2,undirected
ML-theo_Abelardus.Epistolae,ML-theo_Bernaldus.libelli,19,undirected
ML-theo_Abelardus.Epistolae,ML-theo_Bernardus.AlimBernClaInLaudibusVirginisMatris,14,undirected
ML-theo_Abelardus.Epistolae,ML-theo_Innocent III.DialogusInterDeumEtPeccatorem,1,undirected
ML-theo_Abelardus.Epistolae,NL-orat_Alii.gradic-s-oratio,2,undirected
ML-theo_Abelardus.Epistolae,NL-phil_Mirandola.mirandola.oratio,11,undirected
ML-theo_Abelardus.Epistolae,NL-tech_Sennert.instmed,2,undirected
ML-theo_Abelardus.Epistolae,NL-theo_Alii.flacius-m-clavis,2,undirected
ML-theo_Abelardus.Epistolae,NL-theo_Alii.marul-mar-euang,11,undirected
ML-theo_Abelardus.Epistolae,NL-theo_Alii.nimira-m-sermo,6,undirected
ML-theo_Abelardus.Epistolae,NL-theo_EncyclXXc.PaulusVI_myst-fid,1,undirected
ML-theo_Abelardus.Epistolae,NL-theo_Luther.deSacramBapt,11,undirected
ML-theo_Abelardus.Expositiones_theologicae,ML-theo_Abelardus.Comm_in_Romanos,9,undirected
ML-theo_Abelardus.Expositiones_theologicae,ML-theo_Abelardus.Dialogus,4,undirected
ML-theo_Abelardus.Expositiones_theologicae,ML-theo_Abelardus.Hexameron,7,undirected
ML-theo_Abelardus.Expositiones_theologicae,ML-theo_Abelardus.Problemata_Heloissae,2,undirected
ML-theo_Abelardus.Expositiones_theologicae,ML-theo_Abelardus.Sermones,29,undirected
ML-theo_Abelardus.Expositiones_theologicae,ML-theo_Abelardus.Theologia_scholarium,15,undirected
ML-theo_Abelardus.Hexameron,AL-tech_Cicero.partitione,1,undirected
ML-theo_Abelardus.Hexameron,AL-tech_Macrobius.t-macrob-scip,2,undirected
ML-theo_Abelardus.Hexameron,ML-theo_Abelardus.Epistolae,4,undirected
ML-theo_Abelardus.Hexameron,ML-theo_Abelardus.Expositiones_theologicae,7,undirected
ML-theo_Abelardus.Hexameron,ML-theo_Abelardus.Problemata_Heloissae,17,undirected
ML-theo_Abelardus.Hexameron,ML-theo_Abelardus.Sermones,28,undirected
ML-theo_Abelardus.Hexameron,ML-theo_Abelardus.Theologia_christiana,4,undirected
ML-theo_Abelardus.Hexameron,ML-theo_Abelardus.Theologia_scholarium,13,undirected
ML-theo_Abelardus.Hexameron,ML-theo_Abelardus.Theologia_summi_boni,2,undirected
ML-theo_Abelardus.Historia,ML-hist_Alii.VitaeSancGenReg,3,undirected
ML-theo_Abelardus.Historia,ML-hist_Gerhohus Reichersbergensis.libelli,4,undirected
ML-theo_Abelardus.Historia,ML-hist_Voragine.legaur,3,undirected
ML-theo_Abelardus.Historia,ML-theo_Abelardus.Epistolae,30,undirected
ML-theo_Abelardus.Historia,ML-theo_Abelardus.Sermones,20,undirected
ML-theo_Abelardus.Historia,NL-hist_Petrarca.virill,2,undirected
ML-theo_Abelardus.Historia,NL-theo_Alii.marul-mar-inst,4,undirected
ML-theo_Abelardus.Problemata_Heloissae,ML-phil_Abelardus.Ethica,37,undirected
ML-theo_Abelardus.Problemata_Heloissae,ML-theo_Abelardus.Comm_in_Romanos,52,undirected
ML-theo_Abelardus.Problemata_Heloissae,ML-theo_Abelardus.Epistolae,7,undirected
ML-theo_Abelardus.Problemata_Heloissae,ML-theo_Abelardus.Expositiones_theologicae,2,undirected
ML-theo_Abelardus.Problemata_Heloissae,ML-theo_Abelardus.Hexameron,17,undirected
ML-theo_Abelardus.Problemata_Heloissae,ML-theo_Abelardus.Sermones,54,undirected
ML-theo_Abelardus.Problemata_Heloissae,ML-theo_Abelardus.Theologia_scholarium,5,undirected
ML-theo_Abelardus.Sermones,ML-hist_Gerhohus Reichersbergensis.libelli,2,undirected
ML-theo_Abelardus.Sermones,ML-phil_Abelardus.Ethica,3,undirected
ML-theo_Abelardus.Sermones,ML-theo_Abelardus.Comm_in_Romanos,26,undirected
ML-theo_Abelardus.Sermones,ML-theo_Abelardus.Dialogus,2,undirected
ML-theo_Abelardus.Sermones,ML-theo_Abelardus.Epistolae,63,undirected
ML-theo_Abelardus.Sermones,ML-theo_Abelardus.Expositiones_theologicae,29,undirected
ML-theo_Abelardus.Sermones,ML-theo_Abelardus.Hexameron,28,undirected
ML-theo_Abelardus.Sermones,ML-theo_Abelardus.Historia,20,undirected
ML-theo_Abelardus.Sermones,ML-theo_Abelardus.Problemata_Heloissae,54,undirected
ML-theo_Abelardus.Sermones,NL-theo_Alii.marul-mar-humil,2,undirected
ML-theo_Abelardus.Sic_et_non,AL-orat_Augustinus.sermones,59,undirected
ML-theo_Abelardus.Sic_et_non,AL-tech_Grillus.t-gril-rhet,1,undirected
ML-theo_Abelardus.Sic_et_non,AL-theo_Augustinus.De_ciuitate_Dei,19,undirected
ML-theo_Abelardus.Sic_et_non,AL-theo_Augustinus.De_correptione_et_gratia,2,undirected
ML-theo_Abelardus.Sic_et_non,AL-theo_Augustinus.De_fide_et_symbolo,20,undirected
ML-theo_Abelardus.Sic_et_non,AL-theo_Augustinus.De_gratia_et_libero_arbitrio,1,undirected
ML-theo_Abelardus.Sic_et_non,AL-theo_Augustinus.De_Trinitate,17,undirected
ML-theo_Abelardus.Sic_et_non,AL-theo_Hieronymus.contraioannem,12,undirected
ML-theo_Abelardus.Sic_et_non,AL-theo_Novatianus.DeTrinitate,14,undirected
ML-theo_Abelardus.Sic_et_non,AL-theo_Salvianus Massiliensis.degub,2,undirected
ML-theo_Abelardus.Sic_et_non,AL-theo_Tertullian.AdversusPraxean,12,undirected
ML-theo_Abelardus.Sic_et_non,ML-phil_Alii.AlimLiberPhilosophorumMoraliumAntiquorum,1,undirected
ML-theo_Abelardus.Sic_et_non,ML-phil_Alii.IoandeFonteAuctArist,1,undirected
ML-theo_Abelardus.Sic_et_non,ML-phil_PseudoAquinas.expInBoeth,2,undirected
ML-theo_Abelardus.Sic_et_non,ML-phil_William of Conches.PHILOSOPHIA MUNDI,8,undirected
ML-theo_Abelardus.Sic_et_non,ML-theo_Alii.AlimBernClaLiberDeDiligendoDeo,3,undirected
ML-theo_Abelardus.Sic_et_non,ML-theo_Alii.AlimBernClaLiberDeGratiaEtLiberoArbitrio,14,undirected
ML-theo_Abelardus.Sic_et_non,ML-theo_Alii.AlimHugutPisanExpositioDeSymboloApostolorum,15,undirected
ML-theo_Abelardus.Sic_et_non,ML-theo_Alii.LanfrancCantEpPaul,57,undirected
ML-theo_Abelardus.Sic_et_non,ML-theo_Anselm.De_conceptu_uirginali,13,undirected
ML-theo_Abelardus.Sic_et_non,ML-theo_Anselm.De_incarnatione_Verbi,11,undirected
ML-theo_Abelardus.Sic_et_non,ML-theo_Bernardus.AlimBernClaInLaudibusVirginisMatris,2,undirected
ML-theo_Abelardus.Sic_et_non,ML-theo_MonetaCrem.advcath,33,undirected
ML-theo_Abelardus.Sic_et_non,NL-phil_Gozze.Anima,2,undirected
ML-theo_Abelardus.Sic_et_non,NL-theo_Luther.deSacramBapt,1,undirected
ML-theo_Abelardus.Theologia_christiana,AL-tech_Cicero.invent,2,undirected
